Skill,Count,Percentage,Definition,Evidence,Math Example
Partial Differentiation,1,0.07057163020465773,The ability to partial differentiation in mathematical problem-solving.,No evidence provided.,"A liquid is moving in an infinite pipe. For each molecule if it is at point with coordinate  $x$  then after  $t$  seconds it will be at a point of  $p(t,x)$ . Prove that if  $p(t,x)$  is a polynomial..."
Alternative Approach Generation,1,0.07057163020465773,The ability to alternative approach generation in mathematical problem-solving.,No evidence provided.,"A liquid is moving in an infinite pipe. For each molecule if it is at point with coordinate  $x$  then after  $t$  seconds it will be at a point of  $p(t,x)$ . Prove that if  $p(t,x)$  is a polynomial..."
Coefficient Analysis,1,0.07057163020465773,The ability to coefficient analysis in mathematical problem-solving.,No evidence provided.,"A liquid is moving in an infinite pipe. For each molecule if it is at point with coordinate  $x$  then after  $t$  seconds it will be at a point of  $p(t,x)$ . Prove that if  $p(t,x)$  is a polynomial..."
Numerical Substitution and Computation,1,0.07057163020465773,The ability to substitute specific values into expressions and perform accurate,No evidence provided.,"Find the curvature for r(t) = 5cos(t)i + 4sin(t)j + 3tk, t=4\pi/3."
Algebraic Simplification,1,0.07057163020465773,The ability to manipulate and simplify algebraic expressions to more manageable forms.,"- ""r'(t) x r''(t) = i(0 + 12sin(t)) - j(0 + 15cos(t)) + k(20sin^2(t) + 20cos^2(t))""
- ""r'(t) x r''(t) = 12sin(t)i - 15cos(t)j + 20k"" (using sin²(t) + cos²(t) = 1)","Find the curvature for r(t) = 5cos(t)i + 4sin(t)j + 3tk, t=4\pi/3."
Vector Algebra Manipulation,1,0.07057163020465773,"The ability to perform operations specific to vectors, such as cross products, and understand their geometric implications.","The detailed calculation of the cross product:
```
r'(t) x r''(t) =  | i     j     k   |
                 | -5sin(t)  4cos(t)  3 |
                 | -5cos(t) -4sin(t) 0 |
```","Find the curvature for r(t) = 5cos(t)i + 4sin(t)j + 3tk, t=4\pi/3."
Calculus Procedural Fluency,1,0.07057163020465773,The ability to accurately perform calculus operations like differentiation with proper application of rules.,"- ""r'(t) = d/dt (5cos(t))i + d/dt (4sin(t))j + d/dt (3t)k""
- ""r'(t) = -5sin(t)i + 4cos(t)j + 3k""
- ""r''(t) = d/dt (-5sin(t))i + d/dt (4cos(t))j + d/dt (3)k""
- ""r''(t) = -5cos(t)i - 4sin(t)j + 0k""","Find the curvature for r(t) = 5cos(t)i + 4sin(t)j + 3tk, t=4\pi/3."
Sequential Decomposition,1,0.07057163020465773,Breaking down a complex problem into a series of manageable steps that can be executed in sequence.,"The solver methodically works through the problem in clear stages:
1. ""First, find the first derivative r'(t).""
2. ""Next, find the second derivative r''(t).""
3. ""Now, find the cross product r'(t) x r''(t).""
4. ""Now find the magnitude of r'(t) x r''(t).""
5. ""Now find the magnitude of r'(t).""
6. ""Now we need to evaluate at t = 4π/3.""","Find the curvature for r(t) = 5cos(t)i + 4sin(t)j + 3tk, t=4\pi/3."
Financial Reasoning,1,0.07057163020465773,The ability to financial reasoning in mathematical problem-solving.,No evidence provided.,"Consider a forward contract on a 4-year bond with maturity 1 year. The current value of the bond is $1018.86, it has a face value of $1000 and a coupon rate of 10% per annum. A coupon has just been pa..."
Multiple Solution Pathway Generation,1,0.07057163020465773,The ability to multiple solution pathway generation in mathematical problem-solving.,No evidence provided.,"Consider a forward contract on a 4-year bond with maturity 1 year. The current value of the bond is $1018.86, it has a face value of $1000 and a coupon rate of 10% per annum. A coupon has just been pa..."
Problem Representation and Structuring,1,0.07057163020465773,The ability to problem representation and structuring in mathematical problem-solving.,No evidence provided.,"Consider a forward contract on a 4-year bond with maturity 1 year. The current value of the bond is $1018.86, it has a face value of $1000 and a coupon rate of 10% per annum. A coupon has just been pa..."
"Abstraction

Top Skills",1,0.07057163020465773,"The ability to abstraction

top skills in mathematical problem-solving.",No evidence provided.,Find all numbers  $ n $  for which there exist three (not necessarily distinct) roots of unity of order  $ n $  whose sum is  $
Systematic Verification,1,0.07057163020465773,The ability to systematic verification in mathematical problem-solving.,The solver consistently checks whether derived values satisfy all constraints.,"A set contains four numbers. The six pairwise sums of distinct elements of the set, in no particular order, are $189$ , $320$ , $287$ , $234$ , $x$ , and $y$ . Find the greatest possible value of $x+y..."
Spatial Pattern Recognition,1,0.07057163020465773,The ability to spatial pattern recognition in mathematical problem-solving.,No evidence provided.,"The following image is 1024 pixels by 1024 pixels, and each pixel is either black or white. The border defines the boundaries of the image, but is not part of the image. Let $a$ be the proportion of p..."
Sampling Strategy Design,1,0.07057163020465773,The ability to sampling strategy design in mathematical problem-solving.,No evidence provided.,"The following image is 1024 pixels by 1024 pixels, and each pixel is either black or white. The border defines the boundaries of the image, but is not part of the image. Let $a$ be the proportion of p..."
Physical Modeling and Abstraction,1,0.07057163020465773,The ability to physical modeling and abstraction in mathematical problem-solving.,No evidence provided.,"The path of an asteroid that comes close to the Earth can be modeled as follows: neglect gravitational effects due to other bodies, and assume the asteroid comes in from far away with some speed $v$ a..."
Complex Analysis and Roots of Unity Properties,1,0.07057163020465773,The ability to complex analysis and roots of unity properties in mathematical problem-solving.,No evidence provided.,Let $z$ be a complex number such that $z^{23} = 1$ and $z \neq 1.$  Find
Number Theory and Modular Arithmetic Reasoning,1,0.07057163020465773,The ability to number theory and modular arithmetic reasoning in mathematical problem-solving.,No evidence provided.,Let $z$ be a complex number such that $z^{23} = 1$ and $z \neq 1.$  Find
Case Analysis and Boundary Condition Handling,1,0.07057163020465773,The ability to case analysis and boundary condition handling in mathematical problem-solving.,No evidence provided.,Let $z$ be a complex number such that $z^{23} = 1$ and $z \neq 1.$  Find
Numerical Approximation,1,0.07057163020465773,The ability to numerical approximation in mathematical problem-solving.,No evidence provided.,Determine all real numbers $ a$ such that the inequality $ |x^2 + 2ax + 3a|\le2$ has exactly one solution in $ x$.
Discriminant Analysis,1,0.07057163020465773,The ability to discriminant analysis in mathematical problem-solving.,No evidence provided.,Determine all real numbers $ a$ such that the inequality $ |x^2 + 2ax + 3a|\le2$ has exactly one solution in $ x$.
Problem Reformulation and Transformation,1,0.07057163020465773,The ability to problem reformulation and transformation in mathematical problem-solving.,No evidence provided.,Determine all real numbers $ a$ such that the inequality $ |x^2 + 2ax + 3a|\le2$ has exactly one solution in $ x$.
Modular Thinking,1,0.07057163020465773,The ability to modular thinking in mathematical problem-solving.,No evidence provided.,"Let $\omega$ be a nonreal root of $x^3 = 1,$ and let"
Mathematical Insight,1,0.07057163020465773,The ability to mathematical insight in mathematical problem-solving.,No evidence provided.,"Let $\omega$ be a nonreal root of $x^3 = 1,$ and let"
Solution Verification through Direct Substitution,1,0.07057163020465773,The ability to solution verification through direct substitution in mathematical problem-solving.,No evidence provided.,Let H be a Hilbert space over the field of real numbers  $\Bbb R$ . Find all  $f: H \to \Bbb R$  continuous functions for which  $$ f(x + y + \pi z) + f(x + \sqrt{2} z) + f(y + \sqrt{2} z) + f (\pi z)...
Verification and Cross,1,0.07057163020465773,The process of validating a solution by ensuring it satisfies all conditions of the original problem.,"- For option A: ""This matches option (A). Here, α = 1, β = -α = -1.""
- For option C: ""So, for α=1, β=1, the solution y₁,₁(x) matches option (C).""","For any real numbers $\alpha$ and $\beta$, let $y_{\alpha, \beta}(x), x \in \mathbb{R}$, be the solution of the differential equation"
Quantitative Reasoning and Calculation,1,0.07057163020465773,"The ability to work with numerical values, perform calculations, and reason about quantitative relationships.","- ""Expected length = 1 * (16+15+12)/69 + 2 * 10/69 + 3 * 8/69 + 3 * 8/69 = 43/69 + 20/69 + 24/69 + 24/69 = 111/69.""
- ""Group 1 (starts with 7): combine the smallest probabilities. 8/69 + 8/69 = 16/69.""
- ""Group 7: probabilities $p_{i \in I_7}$. Need a binary code for these probabilities.""","Suppose the codeword that we use to describe a random variable X always starts with a symbol chosen from the set {7, 8, 9} , followed by binary digits {0, 1}. Thus we have a ternary code for the first..."
Systematic Exploration of Solution Space,1,0.07057163020465773,"The methodical investigation of different possible approaches or solution paths, often involving the generation and testing of multiple options.","- ""Option 1: Assign the 3 highest probabilities to the 3 starting symbols...""
- ""Option 2: Balance the probabilities...""
- ""Let's try building the code greedily.""
- ""Example grouping: Group 7: 10/69, 8/69, 8/69... Group 8: 16/69, 15/69... Group 9: 12/69.""","Suppose the codeword that we use to describe a random variable X always starts with a symbol chosen from the set {7, 8, 9} , followed by binary digits {0, 1}. Thus we have a ternary code for the first..."
Complex Analysis and Generating Functions,1,0.07057163020465773,The ability to complex analysis and generating functions in mathematical problem-solving.,No evidence provided.,"FemtoPravis is walking on an $8 \times 8$ chessboard that wraps around at its edges (so squares on the left edge of the chessboard are adjacent to squares on the right edge, and similarly for the top ..."
Pattern Recognition in Combinatorial Structures,1,0.07057163020465773,The ability to pattern recognition in combinatorial structures in mathematical problem-solving.,No evidence provided.,"FemtoPravis is walking on an $8 \times 8$ chessboard that wraps around at its edges (so squares on the left edge of the chessboard are adjacent to squares on the right edge, and similarly for the top ..."
Strategic Reassessment and Redirection,1,0.07057163020465773,The ability to strategic reassessment and redirection in mathematical problem-solving.,No evidence provided.,"For any integer $k$, write $f_{k}(x)=\left(1+x^{2}\right)^{-1-k}$. When $k \geq 1$, find constants $c_{1}, c_{2}$ such that the function $y=\left(S f_{k}\right)(x)$ solves a second order differential ..."
Analytical Intersection Analysis,1,0.07057163020465773,The ability to analytical intersection analysis in mathematical problem-solving.,No evidence provided.,"A solution curve of the differential equation $\left(x^{2}+x y+4 x+2 y+4\right) \frac{d y}{d x}-y^{2}=0, x>0$, passes through the point $(1,3)$. Then the solution curve"
Systematic Variable Separation and Integration,1,0.07057163020465773,The ability to systematic variable separation and integration in mathematical problem-solving.,No evidence provided.,"A solution curve of the differential equation $\left(x^{2}+x y+4 x+2 y+4\right) \frac{d y}{d x}-y^{2}=0, x>0$, passes through the point $(1,3)$. Then the solution curve"
Pattern Recognition in Differential Equations,1,0.07057163020465773,The ability to pattern recognition in differential equations in mathematical problem-solving.,No evidence provided.,"A solution curve of the differential equation $\left(x^{2}+x y+4 x+2 y+4\right) \frac{d y}{d x}-y^{2}=0, x>0$, passes through the point $(1,3)$. Then the solution curve"
Strategic Transformation and Substitution,1,0.07057163020465773,The ability to strategic transformation and substitution in mathematical problem-solving.,No evidence provided.,"A solution curve of the differential equation $\left(x^{2}+x y+4 x+2 y+4\right) \frac{d y}{d x}-y^{2}=0, x>0$, passes through the point $(1,3)$. Then the solution curve"
Parameter Matching Strategy,1,0.07057163020465773,The ability to determine specific parameter values by comparing coefficients of like terms in mathematical expressions.,"- ""Comparing coefficients of xe^x: 1/2 = 1/(α+1) ⟹ α+1 = 2 ⟹ α = 1""
- ""Comparing coefficients of e^x: -1/4 = -1/(α+1)² = -1/2² = -1/4. This matches.""","For any real numbers $\alpha$ and $\beta$, let $y_{\alpha, \beta}(x), x \in \mathbb{R}$, be the solution of the differential equation"
"Decomposition and Hierarchical Analysis

Identified Skills",1,0.07057163020465773,"The ability to decomposition and hierarchical analysis

identified skills in mathematical problem-solving.",No evidence provided.,"Suppose the codeword that we use to describe a random variable X always starts with a symbol chosen from the set {7, 8, 9} , followed by binary digits {0, 1}. Thus we have a ternary code for the first..."
Integration Technique Selection and Application,1,0.07057163020465773,The ability to select and apply appropriate integration techniques based on the form of the integrand.,"- ""We use integration by parts for the integral on the right side. Let u=x, dv=e^(α+β)x dx. Then du=dx, v=1/(α+β)e^(α+β)x""
- ""∫xe^(α+β)x dx = x·1/(α+β)e^(α+β)x - ∫1/(α+β)e^(α+β)x dx""","For any real numbers $\alpha$ and $\beta$, let $y_{\alpha, \beta}(x), x \in \mathbb{R}$, be the solution of the differential equation"
Procedural Fluency with Differential Equations,1,0.07057163020465773,The ability to execute standard solution techniques for differential equations accurately and efficiently.,"- ""The integrating factor is e^∫αdx = e^αx""
- ""Multiplying the equation by the integrating factor, we get: e^αx dy/dx + αe^αx y = xe^βx e^αx""
- ""d/dx(ye^αx) = xe^(α+β)x""","For any real numbers $\alpha$ and $\beta$, let $y_{\alpha, \beta}(x), x \in \mathbb{R}$, be the solution of the differential equation"
Problem Reformulation,1,0.07057163020465773,The ability to problem reformulation in mathematical problem-solving.,No evidence provided.,"Find the least positive integer $n$ such that when $3^n$ is written in base $143$ , its two right-most digits in base $143$ are $01$ ."
Conversion Between Representation Systems,1,0.07057163020465773,The ability to conversion between representation systems in mathematical problem-solving.,No evidence provided.,"The number  $r$  can be expressed as a four-place decimal  $0.abcd,$  where  $a, b, c,$  and  $d$  represent digits, any of which could be zero.  It is desired to approximate  $r$  by a fraction whose..."
Exhaustive Consideration of Cases,1,0.07057163020465773,The ability to exhaustive consideration of cases in mathematical problem-solving.,No evidence provided.,"The number  $r$  can be expressed as a four-place decimal  $0.abcd,$  where  $a, b, c,$  and  $d$  represent digits, any of which could be zero.  It is desired to approximate  $r$  by a fraction whose..."
Interval Boundary Determination,1,0.07057163020465773,The ability to interval boundary determination in mathematical problem-solving.,No evidence provided.,"The number  $r$  can be expressed as a four-place decimal  $0.abcd,$  where  $a, b, c,$  and  $d$  represent digits, any of which could be zero.  It is desired to approximate  $r$  by a fraction whose..."
Numerical Approximation and Estimation,1,0.07057163020465773,The ability to numerical approximation and estimation in mathematical problem-solving.,No evidence provided.,"The number  $r$  can be expressed as a four-place decimal  $0.abcd,$  where  $a, b, c,$  and  $d$  represent digits, any of which could be zero.  It is desired to approximate  $r$  by a fraction whose..."
Systematic Decomposition of the Problem,1,0.07057163020465773,The ability to systematic decomposition of the problem in mathematical problem-solving.,No evidence provided.,"The number  $r$  can be expressed as a four-place decimal  $0.abcd,$  where  $a, b, c,$  and  $d$  represent digits, any of which could be zero.  It is desired to approximate  $r$  by a fraction whose..."
Knowledge Retrieval and Application,1,0.07057163020465773,"Recalling relevant mathematical facts, formulas, and properties and applying them appropriately to the problem.","The solver recalls and applies orthogonality properties of sine functions:
```
$\int_{-\pi}^{\pi} \sin(px)\sin(qx)\ dx = \begin{cases} 0 & \text{if } p \neq q \\ \pi & \text{if } p = q \neq 0 \\ 0 & \text{if } p = q = 0 \end{cases}$
```

They also apply trigonometric identities:
```
$\sin^2 \theta = \frac{1 - \cos 2\theta}{2}$
```","For integers  $k\ (0\leq k\leq 5)$ , positive numbers  $m,\ n$  and real numbers  $a,\ b$ , let  $f(k)=\int_{-\pi}^{\pi}(\sin kx-a\sin mx-b\sin nx)^{2}\ dx$ ,"
Metacognitive Monitoring and Regulation,1,0.07057163020465773,"The awareness and control of one's own thinking processes, including recognizing when a strategy isn't working and adjusting accordingly.","- ""This grouping seems arbitrary. We need a systematic way.""
- ""Let's rethink the approach. We want to minimize the expected length L = $\sum p_i l_i$.""
- ""Let's go back to the probabilities. Sort them: 16, 15, 12, 10, 8, 8.""","Suppose the codeword that we use to describe a random variable X always starts with a symbol chosen from the set {7, 8, 9} , followed by binary digits {0, 1}. Thus we have a ternary code for the first..."
Theorem Recognition and Application,1,0.07057163020465773,The ability to theorem recognition and application in mathematical problem-solving.,No evidence provided.,"You are given integrable random variables \( X, Y_0 \) and \( Z_0 \) on the same probability space \( (\Omega, \mathcal{F}, \mathbb{P}) \), and two \( \sigma \)-algebras \( \mathcal{A} \subset \mathca..."
Systematic Deconstruction,1,0.07057163020465773,The ability to systematic deconstruction in mathematical problem-solving.,No evidence provided.,You identified several new antigens in a refractory pancreatic solid tumor and want to target them with the chimeric antigen receptor T-cell therapy. You design your chimera so that the cytosolic side...
Probabilistic Modeling,1,0.07057163020465773,The ability to probabilistic modeling in mathematical problem-solving.,No evidence provided.,"Two three-letter strings, $aaa^{}_{}$ and $bbb^{}_{}$ , are transmitted electronically. Each string is sent letter by letter. Due to faulty equipment, each of the six letters has a 1/3 chance of being..."
Equation Solving,1,0.07057163020465773,The ability to equation solving in mathematical problem-solving.,No evidence provided.,"Assume the Black-Scholes framework. For $t \ge 0$, let $S(t)$ be the time-$t$ price of a nondividend-paying stock. You are given:"
Mathematical Transformation Skills,1,0.07057163020465773,The ability to mathematical transformation skills in mathematical problem-solving.,No evidence provided.,"Assume the Black-Scholes framework. For $t \ge 0$, let $S(t)$ be the time-$t$ price of a nondividend-paying stock. You are given:"
Analytical Problem Decomposition,1,0.07057163020465773,The ability to analytical problem decomposition in mathematical problem-solving.,No evidence provided.,"Assume the Black-Scholes framework. For $t \ge 0$, let $S(t)$ be the time-$t$ price of a nondividend-paying stock. You are given:"
Integration Technique Selection,1,0.07057163020465773,The ability to integration technique selection in mathematical problem-solving.,No evidence provided.,Find the continuous function  $f(x)$  such that the following equation holds  for any real number  $x$ .
Inverse Reasoning,1,0.07057163020465773,The ability to inverse reasoning in mathematical problem-solving.,No evidence provided.,Find the continuous function  $f(x)$  such that the following equation holds  for any real number  $x$ .
Strategic Selection of Problem,1,0.07057163020465773,The ability to strategic selection of problem in mathematical problem-solving.,No evidence provided.,Find the continuous function  $f(x)$  such that the following equation holds  for any real number  $x$ .
Recognition of Mathematical Structures,1,0.07057163020465773,The ability to recognition of mathematical structures in mathematical problem-solving.,No evidence provided.,Find the continuous function  $f(x)$  such that the following equation holds  for any real number  $x$ .
Conditional Probability Reasoning,1,0.07057163020465773,The ability to conditional probability reasoning in mathematical problem-solving.,No evidence provided.,"Two three-letter strings, $aaa^{}_{}$ and $bbb^{}_{}$ , are transmitted electronically. Each string is sent letter by letter. Due to faulty equipment, each of the six letters has a 1/3 chance of being..."
Independence Recognition and Application,1,0.07057163020465773,The ability to independence recognition and application in mathematical problem-solving.,No evidence provided.,"Two three-letter strings, $aaa^{}_{}$ and $bbb^{}_{}$ , are transmitted electronically. Each string is sent letter by letter. Due to faulty equipment, each of the six letters has a 1/3 chance of being..."
Variance,1,0.07057163020465773,The ability to variance in mathematical problem-solving.,No evidence provided.,What is the smallest number of standard deviations from the mean that we must go if we want to ensure that we have at least 50% of the data of a distribution?
Notation Management,1,0.07057163020465773,The ability to notation management in mathematical problem-solving.,No evidence provided.,"You are given integrable random variables \( X, Y_0 \) and \( Z_0 \) on the same probability space \( (\Omega, \mathcal{F}, \mathbb{P}) \), and two \( \sigma \)-algebras \( \mathcal{A} \subset \mathca..."
Mathematical Knowledge Activation,1,0.07057163020465773,The ability to mathematical knowledge activation in mathematical problem-solving.,No evidence provided.,"Let $v$ and $w$ be distinct, randomly chosen roots of the equation $z^{1997}-1=0.$  Find the probability that"
Strategic Knowledge Retrieval,1,0.07057163020465773,The ability to strategic knowledge retrieval in mathematical problem-solving.,No evidence provided.,"Let \( X(s, t) := \inf_{u \in [s,t]} \{W(u)\}, \) for standard Brownian motion \( W(t), \) starting at \( W(0) = 0. \) For any \( t > 1 \) and \( \varepsilon > 0, \) denote by \( f_{t, \varepsilon}(x)..."
Proportional Reasoning,1,0.07057163020465773,The ability to proportional reasoning in mathematical problem-solving.,No evidence provided.,"A biologist wants to calculate the number of fish in a lake. On May 1 she catches a random sample of 60 fish, tags them, and releases them. On September 1 she catches a random sample of 70 fish and fi..."
Variable Definition and Formalization,1,0.07057163020465773,The ability to variable definition and formalization in mathematical problem-solving.,No evidence provided.,"A biologist wants to calculate the number of fish in a lake. On May 1 she catches a random sample of 60 fish, tags them, and releases them. On September 1 she catches a random sample of 70 fish and fi..."
Pattern Recognition in Recurrence Relations,1,0.07057163020465773,The ability to identify patterns in recursive equations and determine their general solutions.,"The solver recognizes a pattern in the differences between consecutive terms:
> ""Let $d(y) = E(y) - E(y-1)$. Then the equation becomes: $d(y+1) = d(y) - 4$. This is a linear recurrence relation for $d(y)$.""","Freddy the frog is jumping around the coordinate plane searching for a river, which lies on the horizontal line $y = 24$ . A fence is located at the horizontal line $y = 0$ . On each jump Freddy rando..."
Event Space Analysis,1,0.07057163020465773,The ability to event space analysis in mathematical problem-solving.,No evidence provided.,"Patchouli is taking an exam with  $k > 1$  parts, numbered Part  $1, 2, \dots, k$ . It is known that for  $i = 1, 2, \dots, k$ , Part  $i$  contains  $i$  multiple choice questions, each of which has ..."
Systematic Equation Manipulation,1,0.07057163020465773,Methodically transforming equations through algebraic operations to isolate target variables.,"The final sequence of steps to solve for x0:
```
1 - e^(-γx0) = 1/2
e^(-γx0) = 1 - 1/2
e^(-γx0) = 1/2
-γx0 = ln(1/2)
-γx0 = -ln(2)
γx0 = ln(

Identified Skills:","A particle of mass m moves in a 1D potential given by V(x) = -α δ(x), where δ(x) is the usual Dirac delta function, and α is some positive constant. The particle is bound. Find the value of x0 such th..."
Symmetry Recognition and Exploitation,1,0.07057163020465773,Identifying and leveraging symmetry properties to simplify problem-solving.,"- Use of |x| in the wavefunction: ""ψ(x) = A e^(-κ|x|)""
- Splitting integrals at x=0: ""∫[-∞, ∞] A^2 e^(-2(mα/ℏ^2)|x|) dx = A^2 [∫[-∞, 0] e^(2(mα/ℏ^2)x) dx + ∫[0, ∞] e^(-2(mα/ℏ^2)x) dx]""
- Similar approach for the probability integral: ""∫[-x0, x0] (γ/2) e^(-γ|x|) dx = (γ/2) [∫[-x0, 0] e^(γx) dx + ∫[0, x0] e^(-γx) dx]""","A particle of mass m moves in a 1D potential given by V(x) = -α δ(x), where δ(x) is the usual Dirac delta function, and α is some positive constant. The particle is bound. Find the value of x0 such th..."
Mathematical Transformation and Substitution,1,0.07057163020465773,Converting expressions into equivalent forms to simplify calculations or reveal patterns.,"- ""κ = sqrt(-2mE/ℏ^2). Substituting the energy E, we get κ = sqrt(-2m(-mα^2 / (2ℏ^2))/ℏ^2) = sqrt(m^2α^2 / ℏ^4) = mα / ℏ^2.""
- ""Let β = 2mα/ℏ^2.""
- ""Let γ = 2mα/ℏ^2.""","A particle of mass m moves in a 1D potential given by V(x) = -α δ(x), where δ(x) is the usual Dirac delta function, and α is some positive constant. The particle is bound. Find the value of x0 such th..."
Prime Factorization and Number Theory Knowledge,1,0.07057163020465773,The ability to prime factorization and number theory knowledge in mathematical problem-solving.,No evidence provided.,"Let $S$ be the set of positive integer divisors of $20^9.$ Three numbers are chosen independently and at random with replacement from the set $S$ and labeled $a_1,a_2,$ and $a_3$ in the order they are..."
Algebraic Manipulation and Symbolic Computation,1,0.07057163020465773,The ability to algebraic manipulation and symbolic computation in mathematical problem-solving.,No evidence provided.,"A sequence  $(a_n)$  is defined recursively by  $a_1=0, a_2=1$  and for  $n\ge 3$ ,"
Pattern Recognition and Empirical Testing,1,0.07057163020465773,The ability to pattern recognition and empirical testing in mathematical problem-solving.,No evidence provided.,"A sequence  $(a_n)$  is defined recursively by  $a_1=0, a_2=1$  and for  $n\ge 3$ ,"
Translating Problem Requirements into Mathematical Conditions,1,0.07057163020465773,The ability to translating problem requirements into mathematical conditions in mathematical problem-solving.,No evidence provided.,"Let  $ \mathcal{H}$  be an infinite-dimensional Hilbert space, let  $ d>0$ , and suppose that  $ S$  is a set of points (not necessarily countable) in  $ \mathcal{H}$  such that the distance between a..."
Strategic Flexibility and Multiple Approach Consideration,1,0.07057163020465773,The ability to strategic flexibility and multiple approach consideration in mathematical problem-solving.,No evidence provided.,"Suppose you have a sphere tangent to the  $xy$ -plane with its center having positive  $z$ -coordinate.  If it is projected from a point  $P=(0,b,a)$  to the  $xy$ -plane, it gives the conic section  ..."
Verification and Validation,1,0.07057163020465773,The ability to verification and validation in mathematical problem-solving.,No evidence provided.,"Positive integers $a$ , $b$ , $c$ , and $d$ satisfy $a > b > c > d$ , $a + b + c + d = 2010$ , and $a^2 - b^2 + c^2 - d^2 = 2010$ . Find the number of possible values of $a$ ."
Strategic Equation Transformation,1,0.07057163020465773,The ability to strategic equation transformation in mathematical problem-solving.,No evidence provided.,"Positive integers $a$ , $b$ , $c$ , and $d$ satisfy $a > b > c > d$ , $a + b + c + d = 2010$ , and $a^2 - b^2 + c^2 - d^2 = 2010$ . Find the number of possible values of $a$ ."
Case Analysis and Branching,1,0.07057163020465773,The ability to case analysis and branching in mathematical problem-solving.,No evidence provided.,"Positive integers $a$ , $b$ , $c$ , and $d$ satisfy $a > b > c > d$ , $a + b + c + d = 2010$ , and $a^2 - b^2 + c^2 - d^2 = 2010$ . Find the number of possible values of $a$ ."
Alternative Strategy Generation,1,0.07057163020465773,The ability to alternative strategy generation in mathematical problem-solving.,No evidence provided.,"Find the number of positive integers that are divisors of at least one of $10^{10},15^7,18^{11}.$"
Systematic Approach to Subproblems,1,0.07057163020465773,The ability to systematic approach to subproblems in mathematical problem-solving.,No evidence provided.,"Find the number of positive integers that are divisors of at least one of $10^{10},15^7,18^{11}.$"
Number Theory Expertise,1,0.07057163020465773,The ability to number theory expertise in mathematical problem-solving.,No evidence provided.,"Find the number of positive integers that are divisors of at least one of $10^{10},15^7,18^{11}.$"
Alternative Approach Consideration,1,0.07057163020465773,The ability to alternative approach consideration in mathematical problem-solving.,"The solver begins an alternative approach when they say:
> ""Alternative approach: Consider the outcomes for each coin.""
This shows willingness to explore different solution paths.","Jackie and Phil have two fair coins and a third coin that comes up heads with probability $\frac47$ . Jackie flips the three coins, and then Phil flips the three coins. Let $\frac {m}{n}$ be the proba..."
Probability Modeling,1,0.07057163020465773,The ability to probability modeling in mathematical problem-solving.,"The solver immediately models the problem using probability theory, defining random variables X_J and X_P for Jackie and Phil's number of heads, and recognizing the need to find P(X_J = X_P).","Jackie and Phil have two fair coins and a third coin that comes up heads with probability $\frac47$ . Jackie flips the three coins, and then Phil flips the three coins. Let $\frac {m}{n}$ be the proba..."
Conceptual,1,0.07057163020465773,The ability to connect abstract quantum mechanical concepts with specific mathematical procedures.,"- ""The basis vectors $|\phi_n>$ are eigenstates of the Hamiltonian operator $H$ such that $H |\phi_n> = n E_o |\phi_n>$.""
- ""The probability of finding the system in the state $|\phi_n\rangle$ is given by $|c_n|^2$, where $c_n$ is the coefficient of $|\phi_n\rangle$ in the expansion of $|\psi\

Identified Skills:","The state $\psi$ of a system is given in terms of a complete and orthonormal set of basis vectors $|\phi_1>,  |\phi_2>,  |\phi_3>$ and $| \phi_4 >$ as $|\psi> = \sqrt{1/15} |\phi_1> + \sqrt{2/15} |\ph..."
Pattern Recognition and Form Matching,1,0.07057163020465773,The ability to pattern recognition and form matching in mathematical problem-solving.,No evidence provided.,"The real root of the equation $8x^3-3x^2-3x-1=0$ can be written in the form $\frac{\sqrt[3]{a}+\sqrt[3]{b}+1}{c}$ , where $a$ , $b$ , and $c$ are positive integers. Find $a+b+c$ ."
Multiple Solution Pathway Recognition,1,0.07057163020465773,The ability to identify and pursue different valid approaches to solve the same problem.,"- First approach: ""The average energy of the system is given by the expectation value of the Hamiltonian operator $H$, which is $\langle H \rangle = \langle \psi | H | \psi \rangle$.""
- Second approach: ""Alternatively, the probability of finding the system in the state $|\phi_n\rangle$ is given by $|c_n|^2$... The average energy is given by $\langle E \rangle = \sum_n P_n E_n = \sum_n |c_n|^2 E_n$.""","The state $\psi$ of a system is given in terms of a complete and orthonormal set of basis vectors $|\phi_1>,  |\phi_2>,  |\phi_3>$ and $| \phi_4 >$ as $|\psi> = \sqrt{1/15} |\phi_1> + \sqrt{2/15} |\ph..."
Operator Application and Mathematical Formalism,1,0.07057163020465773,The ability to apply mathematical operators to quantum states and manipulate expressions following the formal rules of quantum mechanics.,"- ""First, let's find $H |\psi\rangle$: $H |\psi> = H (\sqrt{1/15} |\phi_1> + \sqrt{2/15} |\phi_2> + 2/ \sqrt{15} |\phi_3> + 4/ \sqrt{15} |\phi_4>)$""
- ""Using the eigenvalue equation $H |\phi_n> = n E_o |\phi_n>$: $H |\psi> = \sqrt{1/15} (1 E_o) |\phi_1> + \sqrt{2/15} (2 E_o) |\phi_2> + 2/ \sqrt{15} (3 E_o) |\phi_3> + 4/ \sqrt{15} (4 E_o) |\phi_4>$""","The state $\psi$ of a system is given in terms of a complete and orthonormal set of basis vectors $|\phi_1>,  |\phi_2>,  |\phi_3>$ and $| \phi_4 >$ as $|\psi> = \sqrt{1/15} |\phi_1> + \sqrt{2/15} |\ph..."
